,ParentAirline,Airline,AircraftType,Current,Future,Historic,Total,Orders,UnitCost,TotalCost(Current),AverageAge,Region
1068,Lufthansa,Eurowings,Dornier Do-328,,,1.0,1.0,,$8,$0,, Europe
1069,Lufthansa,Swiss International Airlines,Embraer ERJ-145,,,25.0,25.0,,$20,$0,, Europe
1070,Lufthansa,Brussels Airlines,Embraer ERJ-145,1.0,,,1.0,,$20,$20,15.5, Europe
1071,Lufthansa,Brussels Airlines,Embraer ERJ-145,1.0,,,1.0,,$20,$20,15.5, Europe
1072,Lufthansa,Lufthansa CityLine,Embraer ERJ-190,23.0,,10.0,33.0,,$46,"$1,063",6.4, Europe
1073,Lufthansa,Austrian Airlines,Embraer ERJ-190,10.0,7.0,,17.0,7.0,$46,$462,5.5, Europe
1074,Lufthansa,Air Dolomiti,Embraer ERJ-190,10.0,,1.0,11.0,,$46,$462,5.9, Europe
1075,Lufthansa,Lufthansa CityLine,Fokker F50 / F60,,,35.0,35.0,,$18,$0,, Europe
1076,Lufthansa,Air Dolomiti,Fokker F70 / F100,,,2.0,2.0,,$20,$0,, Europe
1077,Lufthansa,Austrian Airlines,Fokker F70 / F100,11.0,,19.0,30.0,,$20,$220,23.2, Europe
1078,Lufthansa,Lufthansa,McDonnell Douglas DC-10,,,12.0,12.0,,$145,$0,, Europe
1079,Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-10,,,1.0,1.0,,$145,$0,, Europe
1080,Lufthansa,Lufthansa,McDonnell Douglas DC-8,,,1.0,1.0,,$6,$0,, Europe
1081,Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-8,,,5.0,5.0,,$6,$0,, Europe
1082,Lufthansa,Austrian Airlines,McDonnell Douglas DC-9,,,15.0,15.0,,$45,$0,, Europe
1083,Lufthansa,Swiss International Airlines,McDonnell Douglas MD-11,,,16.0,16.0,,$175,$0,, Europe
1084,Lufthansa,Lufthansa Cargo,McDonnell Douglas MD-11,12.0,,7.0,19.0,,$175,"$2,100",17.6, Europe
1085,Lufthansa,Austrian Airlines,McDonnell Douglas MD-80,,,29.0,29.0,,$45,$0,, Europe
1086,Lufthansa,Germanwings,McDonnell Douglas MD-80,,,4.0,4.0,,$45,$0,, Europe
1087,Lufthansa,Swiss International Airlines,McDonnell Douglas MD-80,,,11.0,11.0,,$45,$0,, Europe
1088,Lufthansa,Edelweiss Air,McDonnell Douglas MD-80,,,3.0,3.0,,$45,$0,, Europe
1089,Lufthansa,Swiss International Airlines,Saab 2000,,,31.0,31.0,,$12,$0,, Europe
1090,Malaysia Airlines,Malaysia Airlines,Airbus A300,,,6.0,6.0,,$75,$0,, Asia
1091,Malaysia Airlines,Malaysia Airlines,Airbus A330,18.0,,19.0,37.0,,$240,"$4,320",4.6, Asia
1092,Malaysia Airlines,Malaysia Airlines,Airbus A350 XWB,,1.0,,1.0,6.0,$312,$0,, Asia
1093,Malaysia Airlines,Malaysia Airlines,Airbus A380,6.0,,,6.0,,$433,"$2,596",4.6, Asia
1094,Malaysia Airlines,Firefly,ATR 42/72,21.0,,,21.0,,$22,$464,5.0, Asia
1095,Malaysia Airlines,MASwings,ATR 42/72,13.0,,1.0,14.0,,$22,$287,6.3, Asia
1096,Malaysia Airlines,Malaysia Airlines,Boeing 737,56.0,,111.0,167.0,25.0,$74,"$4,143",4.7, Asia
1097,Malaysia Airlines,Firefly,Boeing 737,,,8.0,8.0,,$74,$0,, Asia
1098,Malaysia Airlines,Malaysia Airlines,Boeing 747,2.0,,42.0,44.0,,$316,$632,10.7, Asia
1099,Malaysia Airlines,Malaysia Airlines,Boeing 777,,,17.0,17.0,,$295,$0,, Asia
1100,Malaysia Airlines,Malaysia Airlines,Fokker F50 / F60,,,12.0,12.0,,$18,$0,, Asia
1101,Malaysia Airlines,Firefly,Fokker F50 / F60,,,3.0,3.0,,$18,$0,, Asia
1102,Malaysia Airlines,MASwings,Fokker F50 / F60,,,8.0,8.0,,$18,$0,, Asia
1103,Malaysia Airlines,Malaysia Airlines,McDonnell Douglas DC-10,,,21.0,21.0,,$145,$0,, Asia
1104,Malaysia Airlines,Malaysia Airlines,McDonnell Douglas MD-11,,,6.0,6.0,,$175,$0,, Asia
1105,Meridiana,Air Italy,Airbus A319,,,4.0,4.0,,,,, Europe
1106,Meridiana,Air Italy,Airbus A320,,,7.0,7.0,,,,, Europe
1107,Meridiana,Air Italy,Airbus A330,,,1.0,1.0,,,,, Europe
1108,Meridiana,Air Italy,Boeing 737,7.0,,6.0,13.0,,,,16.6, Europe
1109,Meridiana,Air Italy,Boeing 767,4.0,,,4.0,,,,22.6, Europe
1110,Meridiana,Air Italy,British Aerospace BAe 146/Avro RJ,,,11.0,11.0,,,,, Europe
1111,Meridiana,Air Italy,McDonnell Douglas DC-9,,,6.0,6.0,,,,, Europe
1112,Meridiana,Air Italy,McDonnell Douglas MD-80,7.0,,14.0,21.0,,,,27.1, Europe
1113,Mesa Airlines,Mesa Airlines,Canadair CRJ-100 Series,1.0,,58.0,59.0,,$32,$32,22.9, North America
1114,Mesa Airlines,Mesa Airlines,Canadair CRJ-700,20.0,,,20.0,,$41,$820,12.9, North America
1115,Mesa Airlines,Mesa Airlines,Canadair CRJ-900,64.0,,,64.0,,$46,"$2,944",10.3, North America
1116,Mesa Airlines,Mesa Airlines,De Havilland Canada DHC-8 Dash 8,,,17.0,17.0,,$7,$0,, North America
1117,Mesa Airlines,Mesa Airlines,Embraer EMB-120 Brasilia,,,6.0,6.0,,$11,$0,, North America
1118,Mesa Airlines,Mesa Airlines,Embraer ERJ-145,,,36.0,36.0,,$20,$0,, North America
1119,Mesa Airlines,Mesa Airlines,Embraer ERJ-170,48.0,,,48.0,,$39,"$1,858",1.5, North America
1120,Monarch Airlines,Monarch Airlines,Airbus A300,,,4.0,4.0,,$75,$0,, Europe
1121,Monarch Airlines,Monarch Airlines,Airbus A320,9.0,,12.0,21.0,,$98,$882,12.3, Europe
1122,Monarch Airlines,Monarch Airlines,Airbus A321,25.0,,4.0,29.0,,$115,"$2,873",11.8, Europe
1123,Monarch Airlines,Monarch Airlines,Airbus A330,,,2.0,2.0,,$240,$0,, Europe
1124,Monarch Airlines,Monarch Airlines,Boeing 737,,,19.0,19.0,30.0,$74,$0,, Europe
1125,Monarch Airlines,Monarch Airlines,Boeing 757,,,10.0,10.0,,$73,$0,, Europe
1126,Monarch Airlines,Monarch Airlines,Boeing 767,,,1.0,1.0,,$187,$0,, Europe
1127,Monarch Airlines,Monarch Airlines,McDonnell Douglas DC-10,,,1.0,1.0,,$145,$0,, Europe
1128,Monarch Airlines,Monarch Airlines,McDonnell Douglas MD-11,,,2.0,2.0,,$175,$0,, Europe
1129,Norwegian Air,Norwegian Air,Airbus A320,1.0,,,,69.0,$98,$98,, Europe
1130,Norwegian Air,Norwegian Air,Airbus A321,,,,,30.0,$115,$0,, Europe
1131,Norwegian Air,Norwegian Air,Airbus A340,,,2.0,2.0,,$216,$0,, Europe
1132,Norwegian Air,Norwegian Air,Boeing 737,56.0,,66.0,122.0,,$74,"$4,143",4.1, Europe
1133,Norwegian Air,Norwegian UK,Boeing 737,1.0,,,1.0,,$74,$74,3.3, Europe
1134,Norwegian Air,Norwegian Air International,Boeing 737,46.0,5.0,3.0,54.0,,$74,"$3,403",3.6, Europe
1135,Norwegian Air,Norwegian Long Haul,Boeing 787 Dreamliner,12.0,,,11.0,32.0,$265,"$3,181",2.2, Europe
1136,Norwegian Air,Norwegian UK,Boeing 787 Dreamliner,1.0,,,1.0,,$265,$265,0.5, Europe
1137,Norwegian Air,Norwegian Air,Fokker F50 / F60,,,7.0,7.0,,$18,$0,, Europe
1138,Norwegian Air,Norwegian Air,McDonnell Douglas MD-80,,,8.0,8.0,,$45,$0,, Europe
1139,Oman Air,Oman Air,Airbus A300,,,1.0,1.0,,$75,$0,, Middle East
1140,Oman Air,Oman Air,Airbus A310,,,6.0,6.0,,$75,$0,, Middle East
1141,Oman Air,Oman Air,Airbus A320,,,5.0,5.0,,$98,$0,, Middle East
1142,Oman Air,Oman Air,Airbus A330,10.0,,2.0,12.0,,$240,"$2,400",5.4, Middle East
1143,Oman Air,Oman Air,ATR 42/72,,,4.0,4.0,,$22,$0,, Middle East
1144,Oman Air,Oman Air,Boeing 737,29.0,1.0,15.0,45.0,27.0,$74,"$2,145",5.1, Middle East
1145,Oman Air,Oman Air,Boeing 757,,,1.0,1.0,,$73,$0,, Middle East
